,Coach,Team,numSznsWTeam,numTotSzns,curr_games,curr_wins,curr_losses,franch_games,franch_wins,franch_losses,tot_games,tot_wins,tot_losses,win_percent,curr_pl_games,curr_pl_wins,curr_pl_losses,franch_pl_games,franch_pl_wins,franch_pl_losses,tot_pl_games,tot_pl_wins,tot_pl_losses,Season
1209,Flip Saunders,MIN,10,10,51,25,26,737,411,326,737,411,326,0.5579999999999999,,,,47.0,17.0,30.0,47.0,17.0,30.0,2004
1210,Kevin McHale,MIN,1,1,31,19,12,31,19,12,31,19,12,0.613,,,,,,,,,,2004
1211,Lawrence Frank,NJN,2,2,82,42,40,122,67,55,122,67,55,0.5489999999999999,4.0,0.0,4.0,15.0,7.0,8.0,15.0,7.0,8.0,2004
1212,Byron Scott,NOH,1,5,82,18,64,82,18,64,370,167,203,0.451,,,,,,,40.0,25.0,15.0,2004
1213,Lenny Wilkens,NYK,2,32,39,17,22,81,40,41,2487,1332,1155,0.536,,,,4.0,0.0,4.0,178.0,80.0,98.0,2004
1214,Herb Williams,NYK,2,2,43,16,27,44,17,27,44,17,27,0.386,,,,,,,,,,2004
1215,Johnny Davis,ORL,2,3,64,31,33,135,51,84,217,73,144,0.336,,,,,,,,,,2004
1216,Chris Jent,ORL,1,1,18,5,13,18,5,13,18,5,13,0.278,,,,,,,,,,2004
1217,Jim O'Brien,PHI,1,5,82,43,39,82,43,39,340,182,158,0.535,5.0,1.0,4.0,5.0,1.0,4.0,31.0,14.0,17.0,2004
1218,Mike D'Antoni,PHO,2,3,82,62,20,143,83,60,193,97,96,0.503,15.0,9.0,6.0,15.0,9.0,6.0,15.0,9.0,6.0,2004
1219,Maurice Cheeks,POR,4,4,55,22,33,301,162,139,301,162,139,0.5379999999999999,,,,10.0,3.0,7.0,10.0,3.0,7.0,2004
1220,Kevin Pritchard,POR,1,1,27,5,22,27,5,22,27,5,22,0.185,,,,,,,,,,2004
1221,Rick Adelman,SAC,7,15,82,50,32,542,351,191,1151,708,443,0.615,5.0,1.0,4.0,63.0,32.0,31.0,132.0,68.0,64.0,2004
1222,Gregg Popovich,SAS,9,9,82,59,23,688,455,233,688,455,233,0.6609999999999999,23.0,16.0,7.0,110.0,69.0,41.0,110.0,69.0,41.0,2004
1223,Nate McMillan,SEA,5,5,82,52,30,395,212,183,395,212,183,0.537,11.0,6.0,5.0,16.0,8.0,8.0,16.0,8.0,8.0,2004
1224,Sam Mitchell,TOR,1,1,82,33,49,82,33,49,82,33,49,0.402,,,,,,,,,,2004
1225,Jerry Sloan,UTA,17,20,82,26,56,1345,849,496,1560,943,617,0.604,,,,152.0,76.0,76.0,158.0,78.0,80.0,2004
1226,Eddie Jordan,WAS,2,4,82,45,37,164,70,94,261,103,158,0.395,10.0,4.0,6.0,10.0,4.0,6.0,10.0,4.0,6.0,2004
1227,Lon Kruger,ATL,1,1,82,25,57,82,25,57,82,25,57,0.305,,,,,,,,,,2000
1228,Rick Pitino,BOS,4,6,34,12,22,248,102,146,412,192,220,0.466,,,,,,,13.0,6.0,7.0,2000
1229,Jim O'Brien,BOS,1,1,48,24,24,48,24,24,48,24,24,0.5,,,,,,,,,,2000
1230,Paul Silas,CHH,3,6,82,46,36,199,117,82,445,195,250,0.43799999999999994,10.0,6.0,4.0,14.0,7.0,7.0,14.0,7.0,7.0,2000
1231,Tim Floyd,CHI,3,3,82,15,67,214,45,169,214,45,169,0.21,,,,,,,,,,2000
1232,Randy Wittman,CLE,2,2,82,30,52,164,62,102,164,62,102,0.37799999999999995,,,,,,,,,,2000
1233,Don Nelson,DAL,4,23,82,53,29,280,128,152,1760,979,781,0.556,10.0,4.0,6.0,10.0,4.0,6.0,122.0,55.0,67.0,2000
1234,Dan Issel,DEN,5,5,82,40,42,362,171,191,362,171,191,0.47200000000000003,,,,12.0,6.0,6.0,12.0,6.0,6.0,2000
1235,George Irvine,DET,2,5,82,32,50,106,46,60,290,100,190,0.345,,,,3.0,0.0,3.0,3.0,0.0,3.0,2000
1236,Dave Cowens,GSW,1,5,82,17,65,82,17,65,329,153,176,0.465,,,,,,,12.0,4.0,8.0,2000
1237,Rudy Tomjanovich,HOU,10,10,82,45,37,736,432,304,736,432,304,0.5870000000000001,,,,90.0,51.0,39.0,90.0,51.0,39.0,2000
1238,Isiah Thomas,IND,1,1,82,41,41,82,41,41,82,41,41,0.5,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,2000
1239,Alvin Gentry,LAC,1,5,82,31,51,82,31,51,263,119,144,0.452,,,,,,,5.0,2.0,3.0,2000
1240,Phil Jackson,LAL,2,11,82,56,26,164,123,41,902,668,234,0.741,16.0,15.0,1.0,39.0,30.0,9.0,191.0,141.0,50.0,2000
1241,Pat Riley,MIA,6,19,82,50,32,460,293,167,1515,1049,466,0.6920000000000001,3.0,0.0,3.0,43.0,18.0,25.0,255.0,155.0,100.0,2000
1242,George Karl,MIL,3,14,82,52,30,214,122,92,1043,625,418,0.599,18.0,10.0,8.0,26.0,12.0,14.0,120.0,57.0,63.0,2000
1243,Flip Saunders,MIN,6,6,82,47,35,440,227,213,440,227,213,0.516,4.0,1.0,3.0,20.0,5.0,15.0,20.0,5.0,15.0,2000
1244,Byron Scott,NJN,1,1,82,26,56,82,26,56,82,26,56,0.317,,,,,,,,,,2000
1245,Jeff Van Gundy,NYK,6,6,82,48,34,401,238,163,401,238,163,0.594,5.0,2.0,3.0,69.0,37.0,32.0,69.0,37.0,32.0,2000
1246,Doc Rivers,ORL,2,2,82,43,39,164,84,80,164,84,80,0.512,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,2000
1247,Larry Brown,PHI,4,22,82,56,26,296,164,132,1736,1017,719,0.586,23.0,12.0,11.0,41.0,20.0,21.0,166.0,81.0,85.0,2000
1248,Scott Skiles,PHO,2,2,82,51,31,144,91,53,144,91,53,0.632,4.0,1.0,3.0,13.0,5.0,8.0,13.0,5.0,8.0,2000
1249,Mike Dunleavy,POR,4,10,82,50,32,296,190,106,788,398,390,0.505,3.0,0.0,3.0,36.0,18.0,18.0,59.0,31.0,28.0,2000
1250,Rick Adelman,SAC,3,11,82,55,27,214,126,88,823,483,340,0.5870000000000001,8.0,3.0,5.0,18.0,7.0,11.0,87.0,43.0,44.0,2000
1251,Gregg Popovich,SAS,5,5,82,58,24,360,221,139,360,221,139,0.614,13.0,7.0,6.0,43.0,27.0,16.0,43.0,27.0,16.0,2000
1252,Paul Westphal,SEA,3,7,15,6,9,147,76,71,426,267,159,0.627,,,,5.0,2.0,3.0,49.0,27.0,22.0,2000
1253,Nate McMillan,SEA,1,1,67,38,29,67,38,29,67,38,29,0.5670000000000001,,,,,,,,,,2000
1254,Lenny Wilkens,TOR,1,28,82,47,35,82,47,35,2242,1226,1016,0.547,12.0,6.0,6.0,12.0,6.0,6.0,169.0,78.0,91.0,2000
1255,Jerry Sloan,UTA,13,16,82,53,29,1017,690,327,1232,784,448,0.636,5.0,2.0,3.0,143.0,74.0,69.0,149.0,76.0,73.0,2000
1256,Sidney Lowe,VAN,1,3,82,23,59,82,23,59,217,56,161,0.258,,,,,,,,,,2000
1257,Leonard Hamilton,WAS,1,1,82,19,63,82,19,63,82,19,63,0.23199999999999998,,,,,,,,,,2000
1258,Red Auerbach,BOS,11,15,79,57,22,792,502,290,1017,645,372,0.634,10.0,8.0,2.0,82.0,47.0,35.0,102.0,56.0,46.0,1960
1259,Charles Wolf,CIN,1,1,79,33,46,79,33,46,79,33,46,0.418,,,,,,,,,,1960
1260,Dick McGuire,DET,2,2,79,34,45,120,51,69,120,51,69,0.425,5.0,2.0,3.0,7.0,2.0,5.0,7.0,2.0,5.0,1960
1261,Fred Schaus,LAL,1,1,79,36,43,79,36,43,79,36,43,0.456,12.0,6.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,1960
1262,Carl Braun,NYK,2,2,79,21,58,127,40,87,127,40,87,0.315,,,,,,,,,,1960
1263,Neil Johnston,PHW,2,2,79,46,33,154,95,59,154,95,59,0.617,3.0,0.0,3.0,12.0,4.0,8.0,12.0,4.0,8.0,1960
1264,Paul Seymour,STL,1,5,79,51,28,79,51,28,358,206,152,0.575,12.0,5.0,7.0,12.0,5.0,7.0,32.0,14.0,18.0,1960
1265,Alex Hannum,SYR,1,3,79,38,41,79,38,41,182,94,88,0.516,8.0,4.0,4.0,8.0,4.0,4.0,29.0,18.0,11.0,1960
1266,Mike Fratello,ATL,7,7,82,52,30,495,283,212,495,283,212,0.5720000000000001,5.0,2.0,3.0,40.0,18.0,22.0,40.0,18.0,22.0,1988
1267,Jimmy Rodgers,BOS,1,1,82,42,40,82,42,40,82,42,40,0.512,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1988
1268,Dick Harter,CHH,1,1,82,20,62,82,20,62,82,20,62,0.244,,,,,,,,,,1988
1269,Doug Collins,CHI,3,3,82,47,35,246,137,109,246,137,109,0.557,17.0,9.0,8.0,30.0,13.0,17.0,30.0,13.0,17.0,1988
1270,Lenny Wilkens,CLE,3,16,82,57,25,246,130,116,1290,683,607,0.529,5.0,2.0,3.0,10.0,4.0,6.0,79.0,41.0,38.0,1988
1271,John MacLeod,DAL,2,16,82,38,44,164,91,73,1286,670,616,0.521,,,,17.0,10.0,7.0,98.0,47.0,51.0,1988
1272,Doug Moe,DEN,9,13,82,44,38,707,389,318,1019,566,453,0.555,3.0,0.0,3.0,58.0,24.0,34.0,80.0,33.0,47.0,1988
1273,Chuck Daly,DET,6,7,82,63,19,492,310,182,533,319,214,0.598,17.0,15.0,2.0,73.0,47.0,26.0,73.0,47.0,26.0,1988
1274,Don Nelson,GSW,1,12,82,43,39,82,43,39,966,583,383,0.604,8.0,4.0,4.0,8.0,4.0,4.0,96.0,46.0,50.0,1988
1275,Don Chaney,HOU,1,4,82,45,37,82,45,37,267,98,169,0.36700000000000005,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,1988
1276,Jack Ramsay,IND,3,21,7,0,7,171,79,92,1647,864,783,0.525,,,,4.0,1.0,3.0,102.0,44.0,58.0,1988
1277,Mel Daniels,IND,1,1,2,0,2,2,0,2,2,0,2,0.0,,,,,,,,,,1988
1278,George Irvine,IND,3,3,20,6,14,184,54,130,184,54,130,0.293,,,,,,,,,,1988
1279,Dick Versace,IND,1,1,53,22,31,53,22,31,53,22,31,0.415,,,,,,,,,,1988
1280,Gene Shue,LAC,4,22,38,10,28,284,105,179,1645,784,861,0.47700000000000004,,,,,,,77.0,30.0,47.0,1988
1281,Don Casey,LAC,1,1,44,11,33,44,11,33,44,11,33,0.25,,,,,,,,,,1988
1282,Pat Riley,LAL,8,8,82,57,25,645,470,175,645,470,175,0.7290000000000001,15.0,11.0,4.0,140.0,98.0,42.0,140.0,98.0,42.0,1988
1283,Ron Rothstein,MIA,1,1,82,15,67,82,15,67,82,15,67,0.183,,,,,,,,,,1988
1284,Del Harris,MIL,2,6,82,49,33,164,91,73,492,232,260,0.47200000000000003,9.0,3.0,6.0,14.0,5.0,9.0,45.0,20.0,25.0,1988
1285,Willis Reed,NJN,2,4,82,26,56,110,33,77,206,82,124,0.39799999999999996,,,,,,,6.0,2.0,4.0,1988
1286,Rick Pitino,NYK,2,2,82,52,30,164,90,74,164,90,74,0.5489999999999999,9.0,5.0,4.0,13.0,6.0,7.0,13.0,6.0,7.0,1988
1287,Jim Lynam,PHI,2,4,82,46,36,121,62,59,264,114,150,0.43200000000000005,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1988
1288,Cotton Fitzsimmons,PHO,3,16,82,55,27,246,152,94,1304,643,661,0.493,12.0,7.0,5.0,12.0,7.0,5.0,52.0,20.0,32.0,1988
1289,Mike Schuler,POR,3,3,47,25,22,211,127,84,211,127,84,0.602,,,,8.0,2.0,6.0,8.0,2.0,6.0,1988
1290,Rick Adelman,POR,1,1,35,14,21,35,14,21,35,14,21,0.4,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1988
1291,Jerry Reynolds,SAC,3,3,82,27,55,142,49,93,142,49,93,0.345,,,,,,,,,,1988
1292,Larry Brown,SAS,1,10,82,21,61,82,21,61,793,467,326,0.589,,,,,,,63.0,28.0,35.0,1988
1293,Bernie Bickerstaff,SEA,4,4,82,47,35,328,161,167,328,161,167,0.491,8.0,3.0,5.0,27.0,12.0,15.0,27.0,12.0,15.0,1988
1294,Frank Layden,UTA,8,8,17,11,6,571,277,294,571,277,294,0.485,,,,41.0,18.0,23.0,41.0,18.0,23.0,1988
1295,Jerry Sloan,UTA,1,4,65,40,25,65,40,25,280,134,146,0.479,3.0,0.0,3.0,3.0,0.0,3.0,9.0,2.0,7.0,1988
1296,Wes Unseld,WSB,2,2,82,40,42,137,70,67,137,70,67,0.511,,,,5.0,2.0,3.0,5.0,2.0,3.0,1988
1297,Terry Stotts,ATL,2,2,82,28,54,137,52,85,137,52,85,0.38,,,,,,,,,,2003
1298,Jim O'Brien,BOS,4,4,46,22,24,258,139,119,258,139,119,0.539,,,,26.0,13.0,13.0,26.0,13.0,13.0,2003
1299,John Carroll,BOS,1,1,36,14,22,36,14,22,36,14,22,0.389,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2003
1300,Bill Cartwright,CHI,3,3,14,4,10,151,51,100,151,51,100,0.33799999999999997,,,,,,,,,,2003
1301,Pete Myers,CHI,1,1,2,0,2,2,0,2,2,0,2,0.0,,,,,,,,,,2003
1302,Scott Skiles,CHI,1,4,66,19,47,66,19,47,261,135,126,0.517,,,,,,,13.0,5.0,8.0,2003
1303,Paul Silas,CLE,1,9,82,35,47,82,35,47,691,321,370,0.465,,,,,,,29.0,13.0,16.0,2003
1304,Don Nelson,DAL,7,26,82,52,30,526,297,229,2006,1148,858,0.5720000000000001,5.0,1.0,4.0,43.0,19.0,24.0,155.0,70.0,85.0,2003
1305,Jeff Bzdelik,DEN,2,2,82,43,39,164,60,104,164,60,104,0.366,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2003
1306,Larry Brown,DET,1,25,82,54,28,82,54,28,1982,1162,820,0.586,23.0,16.0,7.0,23.0,16.0,7.0,206.0,105.0,101.0,2003
1307,Eric Musselman,GSW,2,2,82,37,45,164,75,89,164,75,89,0.457,,,,,,,,,,2003
1308,Jeff Van Gundy,HOU,1,8,82,45,37,82,45,37,502,293,209,0.584,5.0,1.0,4.0,5.0,1.0,4.0,74.0,38.0,36.0,2003
1309,Rick Carlisle,IND,1,3,82,61,21,82,61,21,246,161,85,0.654,16.0,10.0,6.0,16.0,10.0,6.0,43.0,22.0,21.0,2003
1310,Mike Dunleavy,LAC,1,11,82,28,54,82,28,54,870,426,444,0.49,,,,,,,59.0,31.0,28.0,2003
1311,Phil Jackson,LAL,5,14,82,56,26,410,287,123,1148,832,316,0.725,22.0,13.0,9.0,92.0,64.0,28.0,244.0,175.0,69.0,2003
1312,Hubie Brown,MEM,2,14,82,50,32,156,78,78,1075,523,552,0.48700000000000004,4.0,0.0,4.0,4.0,0.0,4.0,63.0,31.0,32.0,2003
1313,Stan Van Gundy,MIA,1,1,82,42,40,82,42,40,82,42,40,0.512,13.0,6.0,7.0,13.0,6.0,7.0,13.0,6.0,7.0,2003
1314,Terry Porter,MIL,1,1,82,41,41,82,41,41,82,41,41,0.5,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2003
1315,Flip Saunders,MIN,9,9,82,58,24,686,386,300,686,386,300,0.563,18.0,10.0,8.0,47.0,17.0,30.0,47.0,17.0,30.0,2003
1316,Byron Scott,NJN,4,4,42,22,20,288,149,139,288,149,139,0.517,,,,40.0,25.0,15.0,40.0,25.0,15.0,2003
1317,Lawrence Frank,NJN,1,1,40,25,15,40,25,15,40,25,15,0.625,11.0,7.0,4.0,11.0,7.0,4.0,11.0,7.0,4.0,2003
1318,Tim Floyd,NOH,1,5,82,41,41,82,41,41,321,90,231,0.28,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2003
1319,Don Chaney,NYK,3,12,39,15,24,184,72,112,831,337,494,0.406,,,,,,,11.0,2.0,9.0,2003
1320,Herb Williams,NYK,1,1,1,1,0,1,1,0,1,1,0,1.0,,,,,,,,,,2003
1321,Lenny Wilkens,NYK,1,31,42,23,19,42,23,19,2448,1315,1133,0.537,4.0,0.0,4.0,4.0,0.0,4.0,178.0,80.0,98.0,2003
1322,Doc Rivers,ORL,5,5,11,1,10,339,171,168,339,171,168,0.504,,,,15.0,5.0,10.0,15.0,5.0,10.0,2003
1323,Johnny Davis,ORL,1,2,71,20,51,71,20,51,153,42,111,0.275,,,,,,,,,,2003
1324,Randy Ayers,PHI,1,1,52,21,31,52,21,31,52,21,31,0.40399999999999997,,,,,,,,,,2003
1325,Chris Ford,PHI,1,10,30,12,18,30,12,18,699,323,376,0.462,,,,,,,29.0,13.0,16.0,2003
1326,Frank Johnson,PHO,3,3,21,8,13,134,63,71,134,63,71,0.47,,,,6.0,2.0,4.0,6.0,2.0,4.0,2003
1327,Mike D'Antoni,PHO,1,2,61,21,40,61,21,40,111,35,76,0.315,,,,,,,,,,2003
1328,Maurice Cheeks,POR,3,3,82,41,41,246,140,106,246,140,106,0.569,,,,10.0,3.0,7.0,10.0,3.0,7.0,2003
1329,Rick Adelman,SAC,6,14,82,55,27,460,301,159,1069,658,411,0.616,12.0,7.0,5.0,58.0,31.0,27.0,127.0,67.0,60.0,2003
1330,Gregg Popovich,SAS,8,8,82,57,25,606,396,210,606,396,210,0.653,10.0,6.0,4.0,87.0,53.0,34.0,87.0,53.0,34.0,2003
1331,Nate McMillan,SEA,4,4,82,37,45,313,160,153,313,160,153,0.511,,,,5.0,2.0,3.0,5.0,2.0,3.0,2003
1332,Kevin O'Neill,TOR,1,1,82,33,49,82,33,49,82,33,49,0.402,,,,,,,,,,2003
1333,Jerry Sloan,UTA,16,19,82,42,40,1263,823,440,1478,917,561,0.62,,,,152.0,76.0,76.0,158.0,78.0,80.0,2003
1334,Eddie Jordan,WAS,1,3,82,25,57,82,25,57,179,58,121,0.324,,,,,,,,,,2003
1335,Mike Fratello,ATL,2,2,82,40,42,85,40,45,85,40,45,0.47100000000000003,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1983
1336,K.C. Jones,BOS,1,5,82,62,20,82,62,20,412,247,165,0.6,23.0,15.0,8.0,23.0,15.0,8.0,58.0,29.0,29.0,1983
1337,Kevin Loughery,CHI,1,12,82,27,55,82,27,55,892,414,478,0.46399999999999997,,,,,,,39.0,22.0,17.0,1983
1338,Tom Nissalke,CLE,2,13,82,28,54,164,51,113,879,371,508,0.42200000000000004,,,,,,,31.0,11.0,20.0,1983
1339,Dick Motta,DAL,4,16,82,43,39,328,124,204,1312,665,647,0.507,10.0,4.0,6.0,10.0,4.0,6.0,108.0,49.0,59.0,1983
1340,Doug Moe,DEN,4,8,82,38,44,297,155,142,609,332,277,0.545,5.0,2.0,3.0,16.0,6.0,10.0,38.0,15.0,23.0,1983
1341,Chuck Daly,DET,1,2,82,49,33,82,49,33,123,58,65,0.47200000000000003,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1983
1342,Johnny Bach,GSW,2,2,82,37,45,103,43,60,103,43,60,0.41700000000000004,,,,,,,,,,1983
1343,Bill Fitch,HOU,1,14,82,29,53,82,29,53,1148,575,573,0.501,,,,,,,63.0,33.0,30.0,1983
1344,Jack McKinney,IND,4,5,82,26,56,328,125,203,342,135,207,0.395,,,,2.0,0.0,2.0,2.0,0.0,2.0,1983
1345,Cotton Fitzsimmons,KCK,6,13,82,38,44,492,248,244,1058,512,546,0.484,3.0,0.0,3.0,26.0,9.0,17.0,32.0,11.0,21.0,1983
1346,Pat Riley,LAL,3,3,82,54,28,235,162,73,235,162,73,0.6890000000000001,21.0,14.0,7.0,50.0,34.0,16.0,50.0,34.0,16.0,1983
1347,Don Nelson,MIL,8,8,82,50,32,638,374,264,638,374,264,0.586,16.0,8.0,8.0,54.0,26.0,28.0,54.0,26.0,28.0,1983
1348,Stan Albeck,NJN,1,6,82,45,37,82,45,37,481,262,219,0.545,11.0,5.0,6.0,11.0,5.0,6.0,38.0,18.0,20.0,1983
1349,Hubie Brown,NYK,2,9,82,47,35,164,91,73,739,394,345,0.5329999999999999,12.0,6.0,6.0,18.0,8.0,10.0,59.0,31.0,28.0,1983
1350,Billy Cunningham,PHI,7,7,82,52,30,568,396,172,568,396,172,0.6970000000000001,5.0,2.0,3.0,92.0,58.0,34.0,92.0,58.0,34.0,1983
1351,John MacLeod,PHO,11,11,82,41,41,902,489,413,902,489,413,0.542,17.0,9.0,8.0,78.0,37.0,41.0,78.0,37.0,41.0,1983
1352,Jack Ramsay,POR,8,16,82,48,34,656,371,285,1312,703,609,0.536,5.0,2.0,3.0,46.0,24.0,22.0,85.0,38.0,47.0,1983
1353,Morris McHone,SAS,1,1,31,11,20,31,11,20,31,11,20,0.355,,,,,,,,,,1983
1354,Bob Bass,SAS,4,9,51,26,25,207,117,90,567,285,282,0.503,,,,16.0,6.0,10.0,38.0,13.0,25.0,1983
1355,Jim Lynam,SDC,1,1,82,30,52,82,30,52,82,30,52,0.366,,,,,,,,,,1983
1356,Lenny Wilkens,SEA,10,12,82,42,40,798,447,351,962,522,440,0.5429999999999999,5.0,2.0,3.0,69.0,37.0,32.0,69.0,37.0,32.0,1983
1357,Frank Layden,UTA,3,3,82,45,37,226,92,134,226,92,134,0.40700000000000003,11.0,5.0,6.0,11.0,5.0,6.0,11.0,5.0,6.0,1983
1358,Gene Shue,WSB,11,18,82,35,47,876,450,426,1374,685,689,0.499,4.0,1.0,3.0,51.0,18.0,33.0,73.0,29.0,44.0,1983
1359,Bob Weiss,ATL,2,4,82,38,44,164,81,83,328,140,188,0.42700000000000005,,,,5.0,2.0,3.0,8.0,2.0,6.0,1991
1360,Chris Ford,BOS,2,2,82,51,31,164,107,57,164,107,57,0.652,10.0,6.0,4.0,21.0,11.0,10.0,21.0,11.0,10.0,1991
1361,Allan Bristow,CHH,1,1,82,31,51,82,31,51,82,31,51,0.37799999999999995,,,,,,,,,,1991
1362,Phil Jackson,CHI,3,3,82,67,15,246,183,63,246,183,63,0.7440000000000001,22.0,15.0,7.0,55.0,40.0,15.0,55.0,40.0,15.0,1991
1363,Lenny Wilkens,CLE,6,19,82,57,25,492,262,230,1536,815,721,0.531,17.0,9.0,8.0,32.0,15.0,17.0,101.0,52.0,49.0,1991
1364,Richie Adubato,DAL,3,4,82,22,60,235,92,143,305,104,201,0.341,,,,3.0,0.0,3.0,3.0,0.0,3.0,1991
1365,Paul Westhead,DEN,2,6,82,24,58,164,44,120,407,183,224,0.45,,,,,,,19.0,13.0,6.0,1991
1366,Chuck Daly,DET,9,10,82,48,34,738,467,271,779,476,303,0.611,5.0,2.0,3.0,113.0,71.0,42.0,113.0,71.0,42.0,1991
1367,Don Nelson,GSW,4,15,82,55,27,328,179,149,1212,719,493,0.593,4.0,1.0,3.0,21.0,9.0,12.0,109.0,51.0,58.0,1991
1368,Don Chaney,HOU,4,7,52,26,26,298,164,134,483,217,266,0.449,,,,11.0,2.0,9.0,11.0,2.0,9.0,1991
1369,Rudy Tomjanovich,HOU,1,1,30,16,14,30,16,14,30,16,14,0.5329999999999999,,,,,,,,,,1991
1370,Bob Hill,IND,2,3,82,40,42,139,72,67,205,92,113,0.449,3.0,0.0,3.0,8.0,2.0,6.0,8.0,2.0,6.0,1991
1371,Mike Schuler,LAC,2,5,45,21,24,127,52,75,338,179,159,0.53,,,,,,,8.0,2.0,6.0,1991
1372,Mack Calvin,LAC,1,2,2,1,1,2,1,1,8,1,7,0.125,,,,,,,,,,1991
1373,Larry Brown,LAC,1,13,35,23,12,35,23,12,1030,622,408,0.604,5.0,2.0,3.0,5.0,2.0,3.0,82.0,37.0,45.0,1991
1374,Mike Dunleavy,LAL,2,2,82,43,39,164,101,63,164,101,63,0.616,4.0,1.0,3.0,23.0,13.0,10.0,23.0,13.0,10.0,1991
1375,Kevin Loughery,MIA,1,17,82,38,44,82,38,44,1178,547,631,0.46399999999999997,3.0,0.0,3.0,3.0,0.0,3.0,54.0,25.0,29.0,1991
1376,Del Harris,MIL,5,9,17,8,9,345,191,154,673,332,341,0.493,,,,21.0,6.0,15.0,52.0,21.0,31.0,1991
1377,Frank Hamblen,MIL,1,1,65,23,42,65,23,42,65,23,42,0.354,,,,,,,,,,1991
1378,Jimmy Rodgers,MIN,1,3,82,15,67,82,15,67,246,109,137,0.44299999999999995,,,,,,,8.0,2.0,6.0,1991
1379,Bill Fitch,NJN,3,21,82,40,42,246,83,163,1722,845,877,0.491,4.0,1.0,3.0,4.0,1.0,3.0,106.0,55.0,51.0,1991
1380,Pat Riley,NYK,1,10,82,51,31,82,51,31,809,584,225,0.722,12.0,6.0,6.0,12.0,6.0,6.0,161.0,108.0,53.0,1991
1381,Matt Guokas,ORL,3,6,82,21,61,246,70,176,453,189,264,0.41700000000000004,,,,,,,17.0,8.0,9.0,1991
1382,Jim Lynam,PHI,5,7,82,35,47,367,194,173,510,246,264,0.48200000000000004,,,,21.0,8.0,13.0,21.0,8.0,13.0,1991
1383,Cotton Fitzsimmons,PHO,6,19,82,53,29,492,314,178,1550,805,745,0.519,8.0,4.0,4.0,40.0,21.0,19.0,80.0,34.0,46.0,1991
1384,Rick Adelman,POR,4,4,82,57,25,281,193,88,281,193,88,0.687,21.0,13.0,8.0,61.0,34.0,27.0,61.0,34.0,27.0,1991
1385,Dick Motta,SAC,3,22,25,7,18,161,48,113,1719,856,863,0.498,,,,,,,126.0,56.0,70.0,1991
1386,Rex Hughes,SAC,1,1,57,22,35,57,22,35,57,22,35,0.386,,,,,,,,,,1991
1387,Larry Brown,SAS,4,13,38,21,17,284,153,131,1030,622,408,0.604,,,,14.0,7.0,7.0,82.0,37.0,45.0,1991
1388,Bob Bass,SAS,5,10,44,26,18,251,143,108,611,311,300,0.509,3.0,0.0,3.0,19.0,6.0,13.0,41.0,13.0,28.0,1991
1389,K.C. Jones,SEA,2,11,36,18,18,118,59,59,858,552,306,0.643,,,,5.0,2.0,3.0,142.0,81.0,61.0,1991
1390,Bob Kloppenburg,SEA,1,2,4,2,2,4,2,2,7,2,5,0.28600000000000003,,,,,,,,,,1991
1391,George Karl,SEA,1,5,42,27,15,42,27,15,337,146,191,0.433,9.0,4.0,5.0,9.0,4.0,5.0,23.0,9.0,14.0,1991
1392,Jerry Sloan,UTA,4,7,82,55,27,311,204,107,526,298,228,0.5670000000000001,16.0,9.0,7.0,33.0,15.0,18.0,39.0,17.0,22.0,1991
1393,Wes Unseld,WSB,5,5,82,25,57,383,156,227,383,156,227,0.40700000000000003,,,,5.0,2.0,3.0,5.0,2.0,3.0,1991
1394,Hubie Brown,ATL,5,7,79,31,48,407,199,208,575,303,272,0.527,,,,16.0,6.0,10.0,41.0,23.0,18.0,1980
1395,Mike Fratello,ATL,1,1,3,0,3,3,0,3,3,0,3,0.0,,,,,,,,,,1980
1396,Bill Fitch,BOS,2,11,82,62,20,164,123,41,902,427,475,0.473,17.0,12.0,5.0,26.0,17.0,9.0,44.0,24.0,20.0,1980
1397,Jerry Sloan,CHI,2,2,82,45,37,164,75,89,164,75,89,0.457,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1980
1398,Bill Musselman,CLE,1,2,71,25,46,71,25,46,108,32,76,0.29600000000000004,,,,,,,,,,1980
1399,Don Delaney,CLE,1,1,11,3,8,11,3,8,11,3,8,0.273,,,,,,,,,,1980
1400,Dick Motta,DAL,1,13,82,15,67,82,15,67,1066,556,510,0.522,,,,,,,98.0,45.0,53.0,1980
